expression,reading,meaning,meaning_indonesia,tags,guid
進める,すすめる,"to advance, to promote, to hasten","untuk memajukan, untuk mempromosikan, untuk mempercepat",JLPT JLPT_2 JLPT_3,u2l`IqNk23
勧める,すすめる,"to urge (someone) to do (something), to recommend","untuk mendesak (seseorang) untuk melakukan (sesuatu), untuk merekomendasikan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,"IBeh,nV1Dt"
スター,スター,star,bintang,JLPT JLPT_2 JLPT_3,hHJocr{1ix
スタイル,スタイル,style,gaya,JLPT JLPT_2 JLPT_3,wQruLdJqJI
スタンド,スタンド,stand,berdiri,JLPT JLPT_2 JLPT_3,"Qz:R,pd5SR"
頭痛,ずつう,headache,sakit kepala,JLPT JLPT_2 JLPT_3,hcxF9uQ5ZX
ずっと,ずっと,for a long time; all the time; consecutively,untuk waktu yang lama;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5 Genki_Ln.22 Genki,OCoZDHO:^u
すっぱい,すっぱい,"sour, acid","asam, asam",JLPT JLPT_2 JLPT_3,d)l(J.2Nu=
すてき,すてき,"lovely, great","indah, bagus",JLPT JLPT_2 JLPT_3,B~-XSf&NNC
既に,すでに,already (same as もう),sudah (sama seperti もう),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,d=:dSSUK:`
すなわち,すなわち,"that is, namely, e.g.","yaitu, misalnya.",JLPT JLPT_2 JLPT_3,zS=.lQe1_+
スピーチ,スピーチ,speech,pidato,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,pvM3{8vA`1
全て,すべて,"all, the whole, entirely","semua, keseluruhan, seluruhnya",JLPT JLPT_2 JLPT_3,kq!H^iT|N4
済ませる,すませる,to be finished,untuk diselesaikan,JLPT JLPT_2 JLPT_3,vQUpvSA005
角,すみ,corner,sudut,JLPT JLPT_2 JLPT_3,b^^N<lR$T]
墨,すみ,ink,tinta,JLPT JLPT_2 JLPT_3,Pt>IB]Y%[8
すみません (かん),すみません (かん),"sorry, excuse me","maaf, permisi",JLPT JLPT_2 JLPT_3,Kr6X0TH7=(
澄む,すむ,"to clear (e.g., weather), to become transparent","untuk membersihkan (misalnya, cuaca), menjadi transparan",JLPT JLPT_2 JLPT_3,d^/yYeQD1M
清む,すむ,"to clear (e.g., weather), to become transparent","untuk membersihkan (misalnya, cuaca), menjadi transparan",JLPT JLPT_2 JLPT_3,wMyt{WAjxX
刷る,する,to print,untuk mencetak,JLPT JLPT_2 JLPT_3,MuPBNA;83U
為る,する,"to do, to attempt","untuk melakukan, untuk mencoba",JLPT JLPT_2 JLPT_3,z;FwzGK-v+
鋭い,するどい,"pointed, sharp","runcing, tajam",JLPT JLPT_2 JLPT_3,s@c[Ya@R|h
すれ違う,すれちがう,to pass by one another,untuk melewati satu sama lain,JLPT JLPT_2 JLPT_3,fP+0(@n(JZ
ずれる,ずれる,"move, off the point","bergerak, melenceng",JLPT JLPT_2 JLPT_3,F2j?XV=5UF
正,せい,"(logical) true, regular","(logis) benar, teratur",JLPT JLPT_2 JLPT_3,AC@`-8Z+qv
生,せい,birth,kelahiran,JLPT JLPT_2 JLPT_3,"yDy>Z9R,FJ"
性,せい,"sex, gender","jenis kelamin, jenis kelamin",JLPT JLPT_2 JLPT_3,Gy*nj#x|I/
姓,せい,"surname, family name","nama keluarga, nama keluarga",JLPT JLPT_2 JLPT_3,"sO,Mg|Q.hG"
所為,せい,"cause, reason, fault","penyebab, alasan, kesalahan",JLPT JLPT_2 JLPT_3,yy|zc*n):n
税,ぜい,tax,pajak,JLPT JLPT_2 JLPT_3,eEs:NyUxEV
性格,せいかく,"character, personality","karakter, kepribadian",JLPT Intermediate_Japanese Genki_Ln.19 JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,l3(d&u3o-<
正確,せいかく,"accurate, punctuality, exact","akurat, tepat waktu, tepat",JLPT JLPT_2 JLPT_3,rg^|Ktq*}h
世紀,せいき,century,abad,JLPT JLPT_2 JLPT_3,MQfIjnh7j}
請求,せいきゅう,"claim, demand, request","klaim, permintaan, permintaan",JLPT JLPT_2 JLPT_3,KNbh$sySYl
税金,ぜいきん,"tax, duty","pajak, bea",Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,Ah}s1$;.$[
清潔,せいけつ,clean,membersihkan,JLPT JLPT_2 JLPT_3,vJiZ-)))FJ
制限,せいげん,"restriction, restraint, limitation","pembatasan, pengekangan, pembatasan",JLPT JLPT_2 JLPT_3,P3D^cMd_|f
成功,せいこう,"success, hit","sukses, pukul",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,bkv%QuVn22
正式,せいしき,"official, formal","resmi, resmi",JLPT JLPT_2 JLPT_3,zSQ*)G#Yvj
性質,せいしつ,"nature, property, disposition","alam, properti, disposisi",JLPT JLPT_2 JLPT_3,E(70}4c-m*
精神,せいしん,"mind, soul, spirit","pikiran, jiwa, roh",JLPT JLPT_2 JLPT_3,tLy]a8CB9?
成人,せいじん,adult,dewasa,JLPT JLPT_2 JLPT_3,"g@,iQ!8;."
精々,せいぜい,"at the most, at best","paling-paling, paling-paling",JLPT JLPT_2 JLPT_3,q[aqj]#7$-
成績,せいせき,"grade (i.e., on a test), academic record","nilai (yaitu, pada ujian), catatan akademik",JLPT Genki_Ln.12 Intermediate_Japanese JLPT_3 JLPT_2 Genki Intermediate_Japanese_Ln.3,o4$BUl?TFA
製造,せいぞう,"manufacture, production","manufaktur, produksi",JLPT JLPT_2 JLPT_3,OAvZo`.~[q
贅沢,ぜいたく,"luxury, extravagance","kemewahan, pemborosan",JLPT JLPT_2 JLPT_3,"iRbk]j,(Bl"
成長,せいちょう,growth,pertumbuhan,JLPT JLPT_2 JLPT_3,lSq)ru5`@&
生長,せいちょう,growth,pertumbuhan,JLPT JLPT_2 JLPT_3,G5ys*Os]kn
制度,せいど,"system, institution","sistem, institusi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,]d3#w;wAU
青年,せいねん,"youth, young man","pemuda, anak muda",JLPT JLPT_2 JLPT_3,r|D|m%Ih@3
生年月日,せいねんがっぴ,birth date,tanggal lahir,JLPT JLPT_2 JLPT_3,H8|M5HOte?
製品,せいひん,"manufactured goods, finished goods","barang jadi, barang jadi",JLPT JLPT_2 JLPT_3,GY93^mZ;)a
政府,せいふ,"government, administration","pemerintahan, administrasi",JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki_Ln.21,zDQAHO%nD/
生物,せいぶつ,"living thing, organism","makhluk hidup, organisme",JLPT JLPT_2 JLPT_3,nx3;swk;nm
生命,せいめい,life,kehidupan,JLPT JLPT_2 JLPT_3,HfE8+JV[><
整理,せいり,"sorting, arrangement","penyortiran, pengaturan",JLPT JLPT_2 JLPT_3,zlHgN/N7&U
咳,せき,cough,batuk,JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,yQ$e7`wCNr
石炭,せきたん,coal,batu bara,JLPT JLPT_2 JLPT_3,t&C>c}0]R(
責任,せきにん,"duty, responsibility","tugas, tanggung jawab",JLPT JLPT_2 JLPT_3,HKrlH:Fl)i
石油,せきゆ,"oil, petroleum, kerosene","minyak bumi, minyak bumi, minyak tanah",JLPT JLPT_2 JLPT_3,"gJm,E%Jb`a"
世間,せけん,"world, society","dunia, masyarakat",JLPT JLPT_2 JLPT_3,pFmc#=7y9*
説,せつ,theory,teori,JLPT JLPT_2 JLPT_3,kNv(nqwBQ3
積極的,せっきょくてき,"positive, active, proactive","positif, aktif, proaktif",JLPT JLPT_2 JLPT_3,zQ[EQ]wde[
設計,せっけい,"plan, design","rencana, desain",JLPT JLPT_2 JLPT_3,i>to8js@e$
絶対,ぜったい,"definitely, without fail, absoluteness","pastinya, tanpa gagal, kemutlakan",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,"g,<A9qJmV)"
セット,セット,set,mengatur,JLPT JLPT_2 JLPT_3,qu4w*^0<Ni
愛,あい,love,Cinta,JLPT JLPT_2 JLPT_3,hFW1YrLt0]
相変わらず,あいかわらず,"as ever, as usual","seperti biasa, seperti biasa",JLPT JLPT_2 JLPT_3,Ojow^*$or
愛情,あいじょう,"love, affection","cinta, kasih sayang",JLPT JLPT_2 JLPT_3,Qzcx!}<3R3
合図,あいず,"sign, signal","tanda, isyarat",JLPT JLPT_2 JLPT_3,fU+XD$S~|s
アイスクリーム,アイスクリーム,ice cream,es krim,JLPT JLPT_2 JLPT_3,NP9A]*VE%:
愛する,あいする,to love,untuk mencintai,JLPT JLPT_2 JLPT_3,DeM>~uF)IC
相手,あいて,partner; addressee; the person you are talking to,mitra;,Genki Genki_Ln.22 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_2 JLPT_3,y[.4]/S_M)
あいにく,あいにく,unfortunately,Sayangnya,JLPT JLPT_2 JLPT_3,hzWiJ*CbeE
遭う,あう,"to meet, to encounter (undesirable nuance)","bertemu, bertemu (nuansa yang tidak diinginkan)",JLPT JLPT_2 JLPT_3,5(WM8:K%>
アウト,アウト,out,keluar,JLPT JLPT_2 JLPT_3,l:i}>N{A|}
明かり,あかり,"lamplight, light (in general)","cahaya lampu, cahaya (secara umum)",JLPT JLPT_2 JLPT_3,evqBji16kk
空き,あき,"vacancy, opening, space","kekosongan, pembukaan, ruang",JLPT JLPT_2 JLPT_3,o4~on{17B&
明らか,あきらか,"obvious, clear","jelas, jelas",JLPT JLPT_2 JLPT_3,xr&[9MdyXM
諦める,あきらめる,"to give up, to abandon","untuk menyerah, untuk meninggalkan",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2 JLPT_3,cVjy7W5yAS
飽きる,あきる,"to get tired of, to lose interest in","bosan, kehilangan minat",JLPT JLPT_2 JLPT_3,MTVy#<!xxJ
握手,あくしゅ,handshake,jabat tangan,JLPT JLPT_2 JLPT_3,BX@vSTsJMQ
悪魔,あくま,"devil, demon, evil spirit","setan, setan, roh jahat",JLPT JLPT_2 JLPT_3,gY|8LCMcvD
明ける,あける,"to dawn, to become daylight","hingga fajar, menjadi siang hari",JLPT JLPT_2 JLPT_3,QYMAJT+i|R
揚げる,あげる,"to lift, to fry","untuk mengangkat, menggoreng",JLPT JLPT_2 JLPT_3,kDT9EKS)@x
挙げる,あげる,"to raise; to list, to cite",untuk meningkatkan;,JLPT JLPT_2 JLPT_3,"GPil,F&M@,"
預かる,あずかる,to keep (something) for (someone),untuk menyimpan (sesuatu) untuk (seseorang),Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_2 JLPT_3,n!!dea66oU
預ける,あずける,"to give into custody, to deposit","untuk menyerahkan ke dalam tahanan, untuk menyimpan",JLPT JLPT_2 JLPT_3,ITjUmdJ?SA
汗,あせ,"sweat, perspiration","keringat, keringat",JLPT JLPT_2 JLPT_3,L.:p?!w~-_
与える,あたえる,to give,untuk memberi,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_2 JLPT_3,GyK@0^nn9D
温かい,あたたかい,warm,hangat,JLPT JLPT_2 JLPT_3,QwQJvr;Yu/
暖まる,あたたまる,to warm up,untuk pemanasan,JLPT JLPT_2 JLPT_3,cRMS.07iEY
温まる,あたたまる,"to warm oneself, to get warm","untuk menghangatkan diri, untuk menjadi hangat",JLPT JLPT_2 JLPT_3,Cc_8n~b{Xr
暖める,あたためる,"to warm (up to someone/something), to heat (up to someone/something)","untuk menghangatkan (hingga seseorang/sesuatu), untuk memanaskan (hingga seseorang/sesuatu)",JLPT JLPT_2 JLPT_3,c^bO3wi-j`
温める,あたためる,"to warm, to heat","untuk menghangatkan, untuk memanaskan",JLPT JLPT_2 JLPT_3,nR%K+*);#2
辺り,あたり,"vicinity, nearby","sekitar, dekat",Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_2 JLPT_3,Nhf6;`GIs6
当たり前,あたりまえ,"usual, common, obvious","biasa, umum, jelas",JLPT JLPT_2 JLPT_3,"F|qH}g,OWJ"
当たる,あたる,"to be hit, to be successful","untuk dipukul, untuk menjadi sukses",JLPT JLPT_2 JLPT_3,c~5${Vgwlg
あちこち,あちこち,here and there,di sana-sini,JLPT JLPT_2 JLPT_3,zllf&_UO$c
扱う,あつかう,"to treat, to handle, to deal with","untuk mengobati, untuk menangani, untuk menangani",Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2 JLPT_3,"o08cD,?4sA"
集まり,あつまり,"gathering, meeting, collection","berkumpul, bertemu, mengumpulkan",JLPT JLPT_2 JLPT_3,jBK/@[g6Hm
当てる,あてる,to hit; to apply to,untuk memukul;,JLPT JLPT_2 JLPT_3,z-r@1e!?]p
跡,あと,trace; remains; scar,jejak;,JLPT JLPT_2 JLPT_3,q{EbQ0$xa;
穴,あな,hole,lubang,JLPT JLPT_2 JLPT_3,J_{zaxL58i
油,あぶら,oil,minyak,JLPT JLPT_2 JLPT_3,h++g*X+)DT
脂,あぶら,fat,gemuk,JLPT JLPT_2 JLPT_3,yaI6J=&24M
誤り,あやまり,error,kesalahan,JLPT JLPT_2 JLPT_3,Q&O=zHLH43
粗,あら,"defect, flaw, fault","cacat, cacat, kesalahan",JLPT JLPT_2 JLPT_3,uo3L]S3}+n
嵐,あらし,storm,badai,JLPT JLPT_2 JLPT_3,"x>[,-C/.7:"
争う,あらそう,"to dispute, to argue, to fight","untuk berselisih, berdebat, berkelahi",JLPT JLPT_2 JLPT_3,gCt~zB/0M*
新た,あらた,"new, fresh","baru, segar",JLPT JLPT_2 JLPT_3,vUk>5+m4>^
あらゆる,あらゆる,"all, every","semua, setiap",JLPT JLPT_2 JLPT_3,fRH=B?!]8k
表す,あらわす,"to express, to show","untuk mengekspresikan, untuk menunjukkan",JLPT JLPT_2 JLPT_3,J4D9:Mg)~^
現す,あらわす,"to show, to appear, to reveal","untuk menunjukkan, untuk muncul, untuk mengungkapkan",JLPT JLPT_2 JLPT_3,"J};,Fjv6&g"
著す,あらわす,"to write, to publish","untuk menulis, untuk mempublikasikan",JLPT JLPT_2 JLPT_3,A}kQPl<:b_
現れ,あらわれ,"expression, indication, sign","ekspresi, indikasi, tanda",JLPT JLPT_2 JLPT_3,wIR$)+P>p)
現れる,あらわれる,"to appear (v.i.), to become visible; to express","untuk muncul (v.i.), menjadi terlihat;",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,uNu]Gn1cS@
ありがとう,ありがとう,Thank you,Terima kasih,JLPT JLPT_2 JLPT_3,"BCk,]QT,C;"
在る; 有る,ある,"to live, to be, to exist","untuk hidup, menjadi, ada",JLPT JLPT_2 JLPT_3,ugXsXN3GZ/
或,ある,"a certain..., some...","tertentu..., beberapa...",JLPT JLPT_2 JLPT_3,fPA~S.(r2^
あるいは,あるいは,"or, perhaps","atau, mungkin",JLPT JLPT_2 JLPT_3,GpvtMObv5I
アルバム,アルバム,album,album,JLPT JLPT_2 JLPT_3,LY~;26p.Bn
泡,あわ,"bubble, foam","gelembung, busa",JLPT JLPT_2 JLPT_3,xuN<Cc$=0q
合わせる,あわせる,to combine,untuk digabungkan,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,I=R#`?=:d[
慌てる,あわてる,to become confused、to panic,"menjadi bingung, panik",JLPT JLPT_2 JLPT_3,QKvMMW7GPN
哀れ,あわれ,"helpless, pity, pathetic","tak berdaya, kasihan, menyedihkan",JLPT JLPT_2 JLPT_3,Di(vg]NB]7
案,あん,"plan, scheme, proposal","rencana, skema, proposal",JLPT JLPT_2 JLPT_3,wa#Lw#FwSj
案外,あんがい,unexpectedly,mendadak,JLPT JLPT_2 JLPT_3,c{:][-]9cx
暗記,あんき,"memorization, learning by heart","menghafal, belajar dengan hati",JLPT JLPT_2 JLPT_3,J|(sO>=G;)
安定,あんてい,"stability, equilibrium","stabilitas, keseimbangan",JLPT JLPT_2 JLPT_3,tq=A(a}mBR
あんなに,あんなに,"to that extent, to that degree","sejauh itu, sampai pada tingkat itu",JLPT JLPT_2 JLPT_3,qL7ozV1EL!
あんまり,あんまり,"not very, not much","tidak terlalu, tidak banyak",JLPT JLPT_2 JLPT_3,nQM2*X0Uly
胃,い,stomach,perut,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,J;|<l]nldO
委員,いいん,committee member,anggota komite,JLPT JLPT_2 JLPT_3,"yw,e]%D0#"
意外,いがい,"unexpected, surprising","tak terduga, mengejutkan",JLPT JLPT_2 JLPT_3,w~HVZz5(Yv
行き,いき,going,pergi,JLPT JLPT_2 JLPT_3,sv:5&WPn~-
行き,ゆき,going,pergi,JLPT JLPT_2 JLPT_3,Qo3!wH.:.8
息,いき,breath,napas,JLPT JLPT_2 JLPT_3,Mg6)U{FFzO
勢い,いきおい,"force, vigor, momentum","kekuatan, kekuatan, momentum",JLPT JLPT_2 JLPT_3,b/)jjg52IA
生き物,いきもの,"living thing, creature","makhluk hidup, makhluk",JLPT JLPT_2 JLPT_3,cJD+|G`QOg
いけない,いけない,"must not do, bad, wrong","tidak boleh melakukan, buruk, salah",JLPT JLPT_2 JLPT_3,rH~_kL3NSH
医師,いし,"doctor, physician","dokter, dokter",JLPT JLPT_2 JLPT_3,L]3urgx$u7
意思,いし,"intention, purpose","niat, tujuan",JLPT JLPT_2 JLPT_3,GeK4#dpi2R
意志,いし,"will, volition","kemauan, kemauan",JLPT JLPT_2 JLPT_3,F^=nB=4_Bt
維持,いじ,"maintenance, preservation","pemeliharaan, pelestarian",JLPT JLPT_2 JLPT_3,NkxQSQGjpb
意識,いしき,"consciousness, senses","kesadaran, indera",JLPT JLPT_2 JLPT_3,B.j@@N??C@
異常,いじょう,"strangeness, abnormality, disorder","keanehan, kelainan, ketidakteraturan",JLPT JLPT_2 JLPT_3,O08lYk-IK<
意地悪,いじわる,"malicious, mean, unkind","jahat, kejam, tidak baik",JLPT JLPT_2 JLPT_3,Q2_n%:>L!6
泉,いずみ,"spring, fountain","musim semi, air mancur",JLPT JLPT_2 JLPT_3,l*ms=cUi*A
いずれ,いずれ,"where, which, who","dimana, yang mana, siapa",JLPT JLPT_2 JLPT_3,tyll~{/>;}
以前,いぜん,in the past; before,di masa lalu;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,vzioeTDgh&
板,いた,"board, plank","papan, papan",JLPT JLPT_2 JLPT_3,rTsp9B=&#y
偉大,いだい,greatness,kebesaran,JLPT JLPT_2 JLPT_3,Dj58mSmcXd
抱く,いだく,"to hold (v.t.) (written expression), to embrace, to harbor","untuk memegang (v.t.) (ekspresi tertulis), untuk merangkul, untuk menampung",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,bnBW}<VC5Y
いたずら,いたずら,"trick, practical joke","trik, lelucon praktis",JLPT JLPT_2 JLPT_3,GffoWqmg)Q
いただきます,いただきます,expression of gratitude before meals,ungkapan terima kasih sebelum makan,JLPT JLPT_2 JLPT_3,jhTihku]b|
痛み,いたみ,"pain, ache, sore","sakit, sakit, perih",JLPT JLPT_2 JLPT_3,fCH])@V^N}
至る,いたる,"to come, to arrive","untuk datang, untuk tiba",JLPT JLPT_2 JLPT_3,go_hN=pqmn
市,いち,"market, fair","pasar, adil",JLPT_1 JLPT JLPT_2 JLPT_3,b}j[=OS2%d
位置,いち,"place, position","tempat, posisi",JLPT JLPT_2 JLPT_3,rRL{bp[klU
一時,いちじ,"for a time, temporarily","untuk sementara waktu, sementara",JLPT JLPT_2 JLPT_3,rZn?lv+;:4
一度に,いちどに,all at once,sekaligus,JLPT JLPT_2 JLPT_3,AK)V=Yq3mS
市場,いちば,"market, bazaar","pasar, bazar",JLPT JLPT_2 JLPT_3,DBqN2uJ#li
いつか,いつか,"sometime, one day","suatu saat, suatu hari",JLPT JLPT_2 JLPT_3,FR_y9u}n#<
一家,いっか,"family, clan","keluarga, klan",JLPT JLPT_2 JLPT_3,l/wm^:qD$x
一種,いっしゅ,"a species, a kind, a variety","suatu spesies, suatu jenis, suatu keanekaragaman",JLPT JLPT_2 JLPT_3,sn._eGR[}-
一瞬,いっしゅん,"a moment, an instant","sesaat, sekejap",JLPT JLPT_2 JLPT_3,Qq!{_/r0wa
一生,いっしょう,throughout (one's) life,sepanjang hidup (seseorang).,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,AtHZ6K9AwM
一層,いっそう,"much more, still more","masih banyak lagi, masih banyak lagi",JLPT JLPT_2 JLPT_3,CjCbT!QO~}
一体,いったい,one object; body; what on earth?; generally,satu objek;,JLPT JLPT_2 JLPT_3,K?hP0<cU>&
一致,いっち,agreement; conformity,perjanjian;,JLPT JLPT_2 JLPT_3,ysxIQslQyD
いつでも,いつでも,"(at) any time, always","(pada) kapan saja, selalu",JLPT JLPT_2 JLPT_3,N>sX%eJi!w
いつのまにか,いつのまにか,before one knows,sebelum ada yang mengetahuinya,JLPT JLPT_2 JLPT_3,D<V5f@i{!T
一般,いっぱん,"general, average","umum, rata-rata",JLPT JLPT_2 JLPT_3,mhggl5@LT?
一方,いっぽう,on the other hand; meanwhile,di sisi lain;,JLPT JLPT_2 JLPT_3,ta7h-#VP%b
いつまでも,いつまでも,"forever, for good, eternally","selamanya, selamanya, selamanya",JLPT JLPT_2 JLPT_3,r@zE/Lc+82
移動,いどう,"migration, movement","migrasi, perpindahan",JLPT JLPT_2 JLPT_3,yz:o#%V|;@
従兄弟,いとこ,cousin (male),sepupu (laki-laki),JLPT JLPT_2 JLPT_3,CcBJPKt<s5
従姉妹,いとこ,cousin (female),sepupu (perempuan),JLPT JLPT_2 JLPT_3,s78r`;/ON~
稲,いね,rice-plant,tanaman padi,JLPT JLPT_2 JLPT_3,HQD[kKI--m
居眠り,いねむり,"dozing, nodding off","tertidur, tertidur",JLPT JLPT_2 JLPT_3,p&}.agckN6
命,いのち,life,kehidupan,JLPT JLPT_2 JLPT_3,"z7V@a,~`Re"
違反,いはん,"violation (of law), infringement","pelanggaran (hukum), pelanggaran",JLPT JLPT_2 JLPT_3,jOqAs(GP-H
衣服,いふく,clothes,pakaian,JLPT JLPT_2 JLPT_3,pHoA66%Mk&
居間,いま,living room,ruang tamu,JLPT JLPT_2 JLPT_3,G/@=.gt:M?
今に,いまに,"before long, soon","tak lama lagi, segera",JLPT JLPT_2 JLPT_3,E1NlCS5^&;
今にも,いまにも,"at any time, soon","kapan saja, segera",JLPT JLPT_2 JLPT_3,Kiwg*7Fayc
イメージ,イメージ,one's image,gambar seseorang,JLPT JLPT_2 JLPT_3,m5PWtQuC8
否,いや,"no, the noes","tidak, tidak",JLPT JLPT_2 JLPT_3,t%b|d?y!x;
以来,いらい,"since, henceforth","sejak itu, selanjutnya",JLPT JLPT_2 JLPT_3,wKMM5>=Rhf
依頼,いらい,request; dependence,meminta;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"A,;GX*Z1pN"
いらいら,いらいら,"getting nervous, irritation","menjadi gugup, iritasi",JLPT JLPT_2 JLPT_3,cX)s!En;S_
いらっしゃい,いらっしゃい,welcome,selamat datang,JLPT JLPT_2 JLPT_3,c2%8d/UU0k
医療,いりょう,"medical care, medical treatment","perawatan medis, perawatan medis",JLPT JLPT_2 JLPT_3,kJzii8E*wG
岩,いわ,rock,batu,JLPT JLPT_2 JLPT_3,G|eL<b]=]q
祝い,いわい,"celebration, festival","perayaan, festival",JLPT JLPT_2 JLPT_3,GZfmX5Jx8(
祝う,いわう,"to congratulate, to celebrate","untuk memberi selamat, untuk merayakan",JLPT JLPT_2 JLPT_3,X@UPs?&].
言わば,いわば,so to speak,bisa dikatakan begitu,JLPT JLPT_2 JLPT_3,ISB~|Yz?TD
いわゆる,いわゆる,"the so-called, so-to-speak","yang disebut, boleh dikatakan begitu",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pIL=hHO-Je
インク,インク,ink,tinta,JLPT JLPT_2 JLPT_3,q1l^_2FS@C
印刷,いんさつ,printing,pencetakan,JLPT JLPT_2 JLPT_3,M!0uun/z}U
印象,いんしょう,impression,kesan,JLPT JLPT_2 JLPT_3,Q*RbG8|1@p
引退,いんたい,retirement,masa pensiun,JLPT JLPT_2 JLPT_3,CiE>>/IlUa
インタビュー,インタビュー,interview,wawancara,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,Lr#jpXZo&{
引用,いんよう,"quotation, citation","kutipan, kutipan",JLPT JLPT_2 JLPT_3,mgmTGyy@R!
ウイスキー,ウイスキー,whiskey,wiski,JLPT JLPT_2 JLPT_3,pU);qhPs)v
上,うわ,"upper, outer, surface","atas, luar, permukaan",JLPT JLPT_2 JLPT_3,Alx@.Upj.V
魚,うお,fish,ikan,JLPT JLPT_2 JLPT_3,"OhV1B,p7lY"
うがい,うがい,gargling,berkumur,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,k@]kPJW~yl
受け取る,うけとる,"to receive, to get, to accept","untuk menerima, untuk mendapatkan, untuk menerima",JLPT JLPT_2 JLPT_3,"Jr/,h++/bg"
動かす,うごかす,"to move, to shift","untuk bergerak, untuk bergeser",JLPT JLPT_2 JLPT_3,NB>1{PM|;}
兎,うさぎ,"rabbit, hare","kelinci, kelinci",JLPT JLPT_2 JLPT_3,"fu:N<z:T,%"
牛,うし,"cattle, cow","sapi, sapi",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,f~4k*~tyLI
失う,うしなう,"to lose, to part with","untuk kalah, untuk berpisah",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,pYDJ7QMJY3
疑う,うたがう,"to doubt, to distrust","ragu, tidak percaya",JLPT JLPT_2 JLPT_3,rNjW1$Ny&Q
宇宙,うちゅう,"universe, cosmos, space","alam semesta, kosmos, ruang",JLPT JLPT_2 JLPT_3,z$:a2a^Sj:
討つ,うつ,"to attack, to avenge","untuk menyerang, untuk membalas",JLPT JLPT_2 JLPT_3,PyYz(3~uk@
撃つ,うつ,"to attack, to shoot","untuk menyerang, menembak",JLPT JLPT_2 JLPT_3,E~&l5[EXS/
うっかり,うっかり,carelessly; inadvertently,sembarangan;,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,e}eZDDJ?#=
映す,うつす,"to project, to reflect, to cast (shadow)","memproyeksikan, merefleksikan, melemparkan (bayangan)",JLPT JLPT_2 JLPT_3,v%$=^xk|L|
