expression,reading,meaning,meaning_indonesia,tags,guid
けがらわしい,けがらわしい,"filthy, unfair","kotor, tidak adil",JLPT_1 JLPT,lJNQ&9#g@p
劇団,げきだん,"troupe, theatrical company","rombongan, perusahaan teater",JLPT_1 JLPT,%y17:4{hj
激励,げきれい,encouragement,dorongan,JLPT_1 JLPT,C6/gh1N08I
ゲスト,ゲスト,guest,tamu,JLPT_1 JLPT,lW>d7fCUoL
獣,けだもの,"beast, brute","binatang buas, kasar",JLPT_1 JLPT,"o.IW_<j!,1"
決,けつ,"decision, vote","keputusan, pemungutan suara",JLPT_1 JLPT,h7W;[eV_6*
決意,けつい,"decision, determination","keputusan, tekad",JLPT_1 JLPT,Gg{:k%<AT6
結核,けっかく,tuberculosis,TBC,JLPT_1 JLPT,dB99/5N;ta
決議,けつぎ,"resolution, vote, decision","resolusi, pemungutan suara, keputusan",JLPT_1 JLPT,tcKhTpRM%o
結合,けつごう,"combination, union","kombinasi, persatuan",JLPT_1 JLPT,Q*@FzK(@81
決算,けっさん,"balance sheet, settlement of accounts","neraca, penyelesaian rekening",JLPT_1 JLPT,z2iqWC-nB~
月謝,げっしゃ,monthly tuition fee,biaya kuliah bulanan,JLPT_1 JLPT,t[*0i:*.#i
決勝,けっしょう,finals (in sports),final (dalam olahraga),JLPT_1 JLPT,NFjb:+3q7*
結晶,けっしょう,"crystal, crystallization","kristal, kristalisasi",JLPT_1 JLPT,x*(Q^EE$u3
結成,けっせい,formation,pembentukan,JLPT_1 JLPT,c_%F>ZhYyr
結束,けっそく,"union, unity","kesatuan, kesatuan",JLPT_1 JLPT,JdP5@BTWkb
げっそり,げっそり,"being disheartened, losing weight","menjadi berkecil hati, menurunkan berat badan",JLPT_1 JLPT,EtlnVvKbZd
決断,けつだん,"decision, determination","keputusan, tekad",JLPT_1 JLPT,w;j;5-!>6(
月賦,げっぷ,monthly installment,angsuran bulanan,JLPT_1 JLPT,I{X4ZTn7X9
欠乏,けつぼう,shortage,kekurangan,JLPT_1 JLPT,x8kzLzQh~#
蹴飛ばす,けとばす,"to kick away, to kick (someone)","untuk menendang, menendang (seseorang)",JLPT_1 JLPT,b5){X3eg^W
けなす,けなす,to speak ill of,untuk berbicara buruk tentang,JLPT_1 JLPT,BA]o8V-nRc
煙たい,けむたい,"smoky, feeling awkward","berasap, merasa canggung",JLPT_1 JLPT,M_8T~aeKk.
煙る,けむる,"to smoke (e.g., fire)",merokok (misalnya api),JLPT_1 JLPT,"O+^L$,-au7"
獣,けもの,"beast, brute","binatang buas, kasar",JLPT_1 JLPT,q-7J3|/7Vg
家来,けらい,"retainer, retinue, servant","punggawa, pengiring, pelayan",JLPT_1 JLPT,n|b=[)XZ>2
下痢,げり,diarrhea,diare,JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,D94n#KX+u`
権威,けんい,"authority, power, influence","otoritas, kekuasaan, pengaruh",JLPT_1 JLPT,lZZG^l>c$z
兼業,けんぎょう,holding two jobs at the same time,memegang dua pekerjaan pada saat yang bersamaan,JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,x9DFE@YYzp
原形,げんけい,"original form, base form","bentuk asli, bentuk dasar",JLPT_1 JLPT,"y2|y)U#`,-"
原型,げんけい,"prototype, model, archetypal","prototipe, model, pola dasar",JLPT_1 JLPT,"d5x_w+I&U,"
権限,けんげん,"power, authority, jurisdiction","kekuasaan, otoritas, yurisdiksi",JLPT_1 JLPT,wsBe&qWS]u
現行,げんこう,"present, current, in operation","sekarang, saat ini, sedang beroperasi",JLPT_1 JLPT,cB#>jxDt}]
健在,けんざい,"in good health, well","dalam keadaan sehat, ya",JLPT_1 JLPT,K?xI8~wHA>
原作,げんさく,original work,karya asli,JLPT_1 JLPT,"K<e+,WSWtr"
検事,けんじ,public prosecutor,jaksa penuntut umum,JLPT_1 JLPT,H[xn?@;-+x
原子,げんし,atom,atom,JLPT_1 JLPT,"b[T}G,9]G?"
元首,げんしゅ,"ruler, sovereign","penguasa, berdaulat",JLPT_1 JLPT,cJ-$.|^5r+
原書,げんしょ,original document,dokumen asli,JLPT_1 JLPT,wBia;+PSDE
懸賞,けんしょう,"offering prizes, winning, reward","menawarkan hadiah, kemenangan, hadiah",JLPT_1 JLPT,B7|NMN9B[B
健全,けんぜん,"health, soundness, wholesome","kesehatan, kesehatan, sehat",JLPT_1 JLPT,u-bm~%/EH(
元素,げんそ,element,elemen,JLPT_1 JLPT,B2tvGhK[&9
同調,どうちょう,"sympathy, agree with, alignment","simpati, setuju, keselarasan",JLPT_1 JLPT,n#0+>4}sN5
到底,とうてい,(cannot) possibly,(tidak bisa) mungkin,JLPT_1 JLPT,C.#O<.PWZ+
動的,どうてき,"dynamic, kinetic","dinamis, kinetik",JLPT_1 JLPT,k^9j&Q>>|N
尊い,とうとい,"precious, valuable, noble","berharga, berharga, mulia",JLPT_1 JLPT,o/:X}@s/ud
貴い,とうとい,"precious, valuable, noble","berharga, berharga, mulia",JLPT_1 JLPT,uE?!53}hB@
同等,どうとう,"equality, equal, same rank","kesetaraan, setara, pangkat yang sama",JLPT_1 JLPT,sS(wNIrQN<
堂々,どうどう,"magnificent, grand, impressive","luar biasa, megah, mengesankan",JLPT_1 JLPT,O@p/U*&n{h
尊ぶ,とうとぶ,"to value, to prize, to esteem","untuk menghargai, untuk menghargai, untuk menghargai",JLPT_1 JLPT,NH2!B2Yh2E
どうにか,どうにか,"in some way or other, one way or another","dalam beberapa cara atau lainnya, dengan satu atau lain cara",JLPT_1 JLPT,l_xfmqX[ub
投入,とうにゅう,"throw, investment, making (an electrical circuit)","melempar, investasi, pembuatan (rangkaian listrik)",JLPT_1 JLPT,mwsjMMb<d>
導入,どうにゅう,"introduction, bringing in, leading in","perkenalan, membawa masuk, memimpin masuk",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,m1+j$HqcF;
当人,とうにん,"the one concerned, the said person","yang bersangkutan, orang tersebut",JLPT_1 JLPT,l]4=/bCF3a
同封,どうふう,"enclosure (e.g., in a letter)","lampiran (misalnya, dalam surat)",JLPT_1 JLPT,hnY+6g21h_
逃亡,とうぼう,escape,melarikan diri,JLPT_1 JLPT,qqqC#4{p[V
冬眠,とうみん,"hibernation, winter sleep","hibernasi, tidur musim dingin",JLPT_1 JLPT,"B+T>Lb-B&,"
同盟,どうめい,"alliance, union, league","aliansi, persatuan, liga",JLPT_1 JLPT,oBig^AFvC5
どうやら,どうやら,"it seems like, somehow or other","sepertinya, entah bagaimana caranya",JLPT_1 JLPT,LZH$.!k~sm
動力,どうりょく,"power, motive power, dynamic force","kekuatan, kekuatan motif, kekuatan dinamis",JLPT_1 JLPT,gcbdGzw%jw
登録,とうろく,"registration, register, record","pendaftaran, pendaftaran, pencatatan",JLPT_1 JLPT,w(]v<(of^0
討論,とうろん,discussion; debate,diskusi;,JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,ft/}AOp*ZE
遠ざかる,とおざかる,to go far off,untuk pergi jauh,JLPT_1 JLPT,nANBsXm^[4
遠回り,とおまわり,"detour, roundabout way","jalan memutar, jalan memutar",JLPT_1 JLPT,u;(Y+10j3P
トーン,トーン,tone,nada,JLPT_1 JLPT,O1)Y~lZnk@
とかく,とかく,"anyhow, anyway, in any case","bagaimanapun juga, bagaimanapun juga",JLPT_1 JLPT,Jhr>yBj`X[
とがめる,とがめる,"to blame, to rebuke","menyalahkan, menegur",JLPT_1 JLPT,tCyhd<KEBb
時折,ときおり,sometimes,Kadang-kadang,JLPT_1 JLPT,cBC8l)@|Bd
とぎれる,とぎれる,"to pause, to be interrupted","untuk berhenti sejenak, untuk disela",JLPT_1 JLPT,M`gmYE]A0;
研ぐ,とぐ,"to sharpen, to grind, to polish","untuk mengasah, menggiling, memoles",JLPT_1 JLPT,lUJgFysD==
特技,とくぎ,special talent; skill,bakat khusus;,JLPT_1 JLPT Intermediate_Japanese_Ln.8 Intermediate_Japanese,"iyF,MXDXX4"
独裁,どくさい,"dictatorship, despotism","kediktatoran, despotisme",JLPT_1 JLPT,"c+G[A,i*M0"
特産,とくさん,"specialty, special product","khusus, produk khusus",JLPT_1 JLPT,Cyr8}5s:<j
独自,どくじ,"original, peculiar, characteristic","asli, khas, berkarakter",JLPT_1 JLPT,iCBdeKS#GI
特集,とくしゅう,"feature (e.g., newspaper, special edition, report)","fitur (misalnya, surat kabar, edisi khusus, laporan)",JLPT_1 JLPT,wi!>SN]gEF
独占,どくせん,monopoly,monopoli,JLPT_1 JLPT,j~8Pw]-mt@
独創,どくそう,originality,keaslian,JLPT_1 JLPT,gXnxl+EiHr
得点,とくてん,"score, points made","skor, poin dibuat",JLPT_1 JLPT,"u`t,J1?=>5"
特派,とくは,"send specially, special envoy","kirim secara khusus, utusan khusus",JLPT_1 JLPT,HzEPo`9b]p
特有,とくゆう,"characteristic (of, peculiar (to))","karakteristik (dari, khusus (untuk))",JLPT_1 JLPT,s!rvO*5;{%
とげ (をさす),とげ (をさす),thorn,duri,JLPT_1 JLPT,hJ#iZ92?#q
遂げる,とげる,"to accomplish, to achieve, to carry out","untuk mencapai, untuk mencapai, untuk melaksanakan",JLPT_1 JLPT,xrXbhn4rr4
～どころか,～どころか,"rather, far from","sebaliknya, jauh dari",JLPT_1 JLPT,EHH{[82H7I
年頃,としごろ,"age, marriageable age, adolescence","usia, usia menikah, remaja",JLPT_1 JLPT,etGaTJBp9c
戸締り,とじまり,"closing up, locking the doors","menutup, mengunci pintu",JLPT_1 JLPT,br8:Ms=|$#
途上,とじょう,"en/in route, half way","dalam perjalanan, setengah jalan",JLPT_1 JLPT,u0JdXEY0c~
土台,どだい,"foundation, base, basis","landasan, landasan, landasan",JLPT_1 JLPT,cvkea1V_|{
途絶える,とだえる,"to stop, to cease, to come to an end","untuk berhenti, untuk berhenti, untuk mencapai akhir",JLPT_1 JLPT,G6Wu+!]SF@
特許,とっきょ,"special permission, patent","izin khusus, paten",JLPT_1 JLPT,y;*Z>uq]4W
特権,とっけん,"privilege, special right","hak istimewa, hak khusus",JLPT_1 JLPT,k%B0csu$EA
とっさに,とっさに,at once,sekaligus,JLPT_1 JLPT,q}5LIfDsGB
突如,とつじょ,"suddenly, all of a sudden","tiba-tiba, tiba-tiba",JLPT_1 JLPT,vs{$6V?ZhH
とって,とって,"handle, grip, knob","pegangan, pegangan, kenop",JLPT_1 JLPT,G05L%<Kvt?
突破,とっぱ,"breaking through, breakthrough, penetration","menerobos, terobosan, penetrasi",JLPT_1 JLPT,BUU#!_nB`?
土手,どて,"embankment, bank","tanggul, bank",JLPT_1 JLPT,P7Y3[uoFO/
届,とどけ,"report, notification, registration","laporan, pemberitahuan, pendaftaran",JLPT_1 JLPT,k&rtuoJHn+
滞る,とどこおる,"to stagnate, to be delayed","menjadi stagnan, menjadi tertunda",JLPT_1 JLPT,K*Hz>u1V/7
整える,ととのえる,"to put in order, to arrange, to adjust; to get ready, to prepare; to raise money","untuk menertibkan, mengatur, menyesuaikan;",JLPT_1 JLPT,yz)tg)bvJH
止める,とどめる,"to end, to stop, to cease, to resign","untuk mengakhiri, berhenti, berhenti, mengundurkan diri",JLPT_1 JLPT,IgE:xC]C-g
唱える,となえる,"to recite, to chant, to call upon","untuk membaca, untuk melantunkan, untuk memanggil",JLPT_1 JLPT,Gg`8L(I3?q
殿様,とのさま,feudal lord,tuan feodal,JLPT_1 JLPT,xjLi|(N)Y!
土俵,どひょう,arena,arena,JLPT_1 JLPT,kt7if2NoDZ
扉,とびら,"door, opening","pintu, pembukaan",JLPT_1 JLPT,I24=_qRNG{
溝,どぶ,"ditch, drain, gap","parit, saluran pembuangan, celah",JLPT_1 JLPT,Hzol[}&YZl
徒歩,とほ,"walking, going on foot","berjalan, berjalan kaki",JLPT_1 JLPT,Fjm7hAD%fu
土木,どぼく,public works,pekerjaan Umum,JLPT_1 JLPT,jgd#[Gmw^^
とぼける,とぼける,"to play dumb, to feign ignorance, to play innocent, to have a blank facial expression; to play the fool; to be in one's dotage","berpura-pura bodoh, berpura-pura tidak tahu, berpura-pura tidak bersalah, memiliki ekspresi wajah kosong;",JLPT_1 JLPT,HA39$4<O7S
乏しい,とぼしい,"meager, scarce, hard up, poor","sedikit, langka, sulit, miskin",JLPT_1 JLPT,"wt#tsoF,$N"
富,とみ,"wealth, fortune","kekayaan, kekayaan",JLPT_1 JLPT,kl&?2R4Ul?
富む,とむ,"to be rich, to become rich","menjadi kaya, menjadi kaya",JLPT_1 JLPT,Q?~wK|+t|p
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together","bekerja bersama, (suami istri) mencari nafkah bersama",JLPT_1 JLPT,"K<|&apg,,5"
伴う,ともなう,"to accompany, to bring with","untuk menemani, untuk membawa",JLPT_1 JLPT,ntk-`u.Caj
共働き,ともばたらき,dual income (husband and wife both working),penghasilan ganda (suami dan istri sama-sama bekerja),JLPT_1 Intermediate_Japanese_Ln.14 JLPT Intermediate_Japanese,KsJK.WMk9k
ドライ,ドライ,dry,kering,JLPT_1 JLPT,uyF82nwuCT
ドライクリーニング,ドライクリーニング,dry cleaning,pembersihan kering,JLPT_1 JLPT,hI<4F;7$M(
ドライバー,ドライバー,"driver, screwdriver","pengemudi, obeng",JLPT_1 JLPT,JR*AC1{b!P
ドライブイン,ドライブイン,drive in,masuk,JLPT_1 JLPT,lGQ5H]umJ
トラブル,トラブル,trouble (sometimes used as a verb),masalah (terkadang digunakan sebagai kata kerja),JLPT_1 JLPT,fF~?5;]hHp
トランジスター,トランジスター,transistor,transistor,JLPT_1 JLPT,G8*[Jm%i5[
とりあえず,とりあえず,"at once, first of all, for the time being","sekaligus, pertama-tama, untuk saat ini",JLPT_1 JLPT,"A3E,EB~Q2G"
取扱,とりあつかい,"treatment, handling, management","pengobatan, penanganan, penatalaksanaan",JLPT_1 JLPT,rBTr^DU*Cx
取り扱う,とりあつかう,"to treat, to handle, to deal in","untuk mengobati, untuk menangani, untuk menangani",JLPT_1 JLPT,f<xt2FJB#W
鳥居,とりい,Shinto shrine archway,Gapura kuil Shinto,JLPT_1 JLPT,bwgFGu0jgU
取り替え,とりかえ,"swap, exchange","tukar, tukar",JLPT_1 JLPT,"LmK#s,9;im"
取り組む,とりくむ,"to tackle, to engage in a bout, to come to grips with","untuk mengatasi, untuk terlibat dalam pertarungan, untuk mengatasi",JLPT_1 JLPT,FUhxb`Icnx
取締り,とりしまり,"control, crackdown, supervision","pengendalian, penindakan, pengawasan",JLPT_1 JLPT,Nn_#J1j`cb
取り締まる,とりしまる,"to crack down, to control, to supervise","untuk menindak, mengendalikan, mengawasi",JLPT_1 JLPT,u>YtS}dO87
取り調べる,とりしらべる,"to investigate, to examine","untuk menyelidiki, untuk memeriksa",JLPT_1 JLPT,"lTv.J/i,RR"
取り立てる,とりたてる,"to collect, to extort","untuk mengumpulkan, memeras",JLPT_1 JLPT,u]pjW8@;4G
取り次ぐ,とりつぐ,"to act as an agent for, to announce (someone), to convey (a message)","untuk bertindak sebagai agen, untuk mengumumkan (seseorang), untuk menyampaikan (pesan)",JLPT_1 JLPT,h81vV]thLx
取り付ける,とりつける,"to furnish, to install; to get someone's agreement","untuk melengkapi, memasang;",JLPT_1 JLPT,OLVn)Sl<l<
取り除く,とりのぞく,"to remove, to take away, to set apart","untuk menghapus, untuk mengambil, untuk memisahkan",JLPT_1 JLPT,hNl.|rVPKI
取引,とりひき,"transactions, dealings, business","transaksi, transaksi, bisnis",JLPT_1 JLPT,QK;D?PC(Iv
取り巻く,とりまく,"to surround, to circle, to enclose","untuk mengelilingi, untuk melingkari, untuk melampirkan",JLPT_1 JLPT,E%Fl$NJpIJ
取り混ぜる,とりまぜる,"to mix, to put together","untuk mencampur, untuk menyatukan",JLPT_1 JLPT,Bo(wYaa}Ah
取り戻す,とりもどす,"to take back, to regain","untuk mengambil kembali, untuk mendapatkan kembali",JLPT_1 JLPT,pPlunQ{V=M
取り寄せる,とりよせる,"to order, to send away for","untuk memesan, untuk mengirim",JLPT_1 JLPT,M^8;v4K?HH
ドリル,ドリル,drill,mengebor,JLPT_1 JLPT,tLuvrWP-bR
副,とりわけ,"especially, above all","khususnya, di atas segalanya",JLPT_1 JLPT,I|~T6euZ&R
とろける,とろける,melt; to be enchanted with,meleleh;,JLPT_1 JLPT,zCt%1bEngS
鈍感,どんかん,"thickheadedness, stolidity","keras kepala, kaku",JLPT_1 JLPT,AGgv#X94Iv
とんだ,とんだ,"terrible, awful, serious, absolutely not","mengerikan, mengerikan, serius, sama sekali tidak",JLPT_1 JLPT,H?67/UOJ%d
度忘れ,どわすれ,"lapse of memory, forget for a moment","hilang ingatan, lupakan sejenak",JLPT_1 JLPT,O3@@XzGoQO
問屋,とんや,wholesale store,toko grosir,JLPT_1 JLPT,L]HWWc9|Rk
内閣,ないかく,"cabinet, (government)","kabinet, (pemerintah)",JLPT_1 JLPT,y)df|:D=Sq
乃至,ないし,"from...to, between...and, or","dari...ke, antara...dan, atau",JLPT_1 JLPT,iAOF?Qa_8q
内緒,ないしょ,"secrecy, privacy, secret","kerahasiaan, privasi, rahasia",JLPT_1 JLPT,u~2eY8N1H4
内心,ないしん,"innermost thoughts, real intention, inmost heart","pikiran yang terdalam, niat yang sungguh-sungguh, hati yang terdalam",JLPT_1 JLPT,qVMnXwPQkx
内蔵,ないぞう,internal organ; built-in,organ dalam;,JLPT_1 JLPT,L]Dm~E_?j[
ナイター,ナイター,"game under lights (e.g., baseball), night game","permainan di bawah lampu (misalnya baseball), permainan malam",JLPT_1 JLPT,w71YMp^g^|
内部,ないぶ,"interior, inside, internal","interior, dalam, internal",JLPT_1 JLPT,Qc_^Hv.8K<
内乱,ないらん,"civil war, domestic conflict","perang saudara, konflik rumah tangga",JLPT_1 JLPT,"nyNNE_],O!"
内陸,ないりく,inland,pedalaman,JLPT_1 JLPT,G}P5V$Jk?4
苗,なえ,rice seedling,bibit padi,JLPT_1 JLPT,D`y6b-_J-}
なおさら,なおさら,"all the more, still less","terlebih lagi, masih kurang",JLPT_1 JLPT,D3]|seyAVE
流し,ながし,sink,tenggelam,JLPT_1 JLPT,sUm$!Jp0[}
長々,ながなが,"long, drawn-out, very long","panjang, berlarut-larut, sangat panjang",JLPT_1 JLPT,OTwM?YMLfQ
中程,なかほど,"middle, midway","tengah, di tengah jalan",JLPT_1 JLPT,A)F$iP@]z@
渚,なぎさ,"water's edge, beach, shore","tepi air, pantai, pantai",JLPT_1 JLPT,zd22=yfA9n
嘆く,なげく,"to sigh, to lament, to grieve","untuk menghela nafas, untuk meratap, untuk berduka",JLPT_1 JLPT,ilzJ;<!YjV
投げ出す,なげだす,"to abandon, to throw out","untuk meninggalkan, membuang",JLPT_1 JLPT,vl-:<#dR[!
仲人,なこうど,"go-between, matchmaker","perantara, mak comblang",JLPT_1 JLPT,kknZLw#*&s
和やか,なごやか,"mild, calm, harmonious","ringan, tenang, harmonis",JLPT_1 JLPT,EbN._V9![%
名残,なごり,"remains, traces, memory","sisa, jejak, kenangan",JLPT_1 JLPT,oz>_]^qFZM
情け,なさけ,"sympathy, compassion","simpati, kasih sayang",JLPT_1 JLPT,D|r~;|9R]k
情無い,なさけない,"miserable, pitiable, shameful","menyedihkan, menyedihkan, memalukan",JLPT_1 JLPT,N<_jdqMHiS
情深い,なさけぶかい,"tender-hearted, compassionate","berhati lembut, penyayang",JLPT_1 JLPT,P:u6w48-M4
詰る,なじる,"to rebuke, to scold, to tell off","menegur, memarahi, menegur",JLPT_1 JLPT,m2ug%F|{:P
名高い,なだかい,"famous, celebrated, well-known","terkenal, dirayakan, terkenal",JLPT_1 JLPT,CAOqe%9eXa
雪崩,なだれ,avalanche,salju longsor,JLPT_1 JLPT,i|el8n-PMm
懐く,なつく,to become emotionally attached,menjadi terikat secara emosional,JLPT_1 JLPT,g];Z(M#sXQ
名付ける,なづける,to name,untuk memberi nama,JLPT_1 JLPT,NJQx_8`$@d
何気ない,なにげない,"casual, unconcerned","biasa saja, tidak peduli",JLPT_1 JLPT,GCR5kv%JGq
なにとぞ,なにとぞ,"please, kindly, by all means","tolong, mohon, dengan segala cara",JLPT_1 JLPT,lQ*Q=lmCB7
なにより,なにより,"most, best","paling, terbaik",JLPT_1 JLPT,Ifj=x)`!7.
ナプキン,ナプキン,napkin,serbet,JLPT_1 JLPT,dY;w6ETO=:
名札,なふだ,"name plate, name tag","papan nama, papan nama",JLPT_1 JLPT,"H,LzU#iC|r"
生臭い,なまぐさい,"smelling of fish or blood, fish or meat","berbau ikan atau darah, ikan atau daging",JLPT_1 JLPT,vDPDWlb?&h
生温い,なまぬるい,"lukewarm, halfhearted","suam-suam kuku, setengah hati",JLPT_1 JLPT,G~a-u$_3U#
生身,なまみ,"living flesh, flesh and blood, the quick","daging yang hidup, daging dan darah, yang cepat",JLPT_1 JLPT,mdk5@{-d$q
鉛,なまり,lead (the metal),timbal (logam),JLPT_1 JLPT,clLq6d~d8L
滑らか,なめらか,"smoothness, glassiness","kehalusan, seperti kaca",JLPT_1 JLPT,F~B/LW)1su
嘗める,なめる,to lick; to experience; to make fun of,untuk menjilat;,JLPT_1 JLPT,"h&h,RaX>m("
悩ましい,なやましい,"seductive, melancholy, languid","menggoda, melankolis, lesu",JLPT_1 JLPT,vf@^4N2dLC
悩ます,なやます,"to bother, to harass, to molest","mengganggu, melecehkan, menganiaya",JLPT_1 JLPT,jR2E;(CfhM
悩み,なやみ,"trouble(s), worry, distress","masalah, kekhawatiran, kesusahan",JLPT_1 JLPT Genki_Ln.19 Genki,"rYH,[!J71-"
並びに,ならびに,and,Dan,JLPT_1 JLPT,Ny*4D`O(3Y
成り立つ,なりたつ,"to consist of; to be practical (logical, feasible, viable), to be concluded, to hold true",terdiri dari;,JLPT_1 JLPT,m1{^Hc5[&f
なるたけ,なるたけ,"as much as possible, if possible","sebanyak mungkin, jika memungkinkan",JLPT_1 JLPT,y(q.AD0L#F
慣れ,なれ,"practice, experience","latihan, pengalaman",JLPT_1 JLPT,j7[97Xg7/>
馴々しい,なれなれしい,"familiar, make free with","akrab, bebaskan dengan",JLPT_1 JLPT,shT?wsHw[_
～なんか,～なんか,in the least ~,setidaknya ~,JLPT_1 JLPT,d.Q@D)R`y/
ナンセンス,ナンセンス,nonsense,omong kosong,JLPT_1 JLPT,moW2Xjtt^+
何だか,なんだか,"a little, somewhat, somehow","sedikit, entah bagaimana, entah bagaimana",JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11,hYSEqVkL.V
なんだかんだ,なんだかんだ,something or other,sesuatu atau lainnya,JLPT_1 JLPT,Hjnd-`9LXB
なんなり,なんなり,"anything, whatever","apa pun, apa pun",JLPT_1 JLPT,w_?<3$dc`X
荷,に,"load, baggage, cargo","muatan, bagasi, kargo",JLPT_1 JLPT,yqk%}[]JXT
似通う,にかよう,to resemble closely,sangat mirip,JLPT_1 JLPT,Dm9*/_j8S;
にきび,にきび,"pimple, acne","jerawat, jerawat",JLPT_1 JLPT,e&g:V:ku_]
賑わう,にぎわう,"to prosper, to flourish, to be crowded with people","untuk makmur, untuk berkembang, untuk menjadi ramai dengan orang-orang",JLPT_1 JLPT,g#ovh${-3n
